premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context
Many trolls might burst into the room.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many vampires might burst into the room.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many unicorns might cut the ribbon.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many vampires might cast bronze into a statue.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many mermaids might put the book on the shelf.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many dragons might read the letter.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many zombies might broadcast the message.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many goblins might put on a jacket.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many centaurs might slit the envelope.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many trolls might hurt others.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many vampires might hurt others.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many mermaids might spread the rumor.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many mermaids might hit the lights.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many zombies might let the dog in.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many goblins might broadcast the message.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many goblins might broadcast the message.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many trolls might put on a jacket.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the gong.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many dragons might slit the envelope.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many unicorns might let the dog in.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many goblins might spread the rumor.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many mermaids might hit the gong.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many trolls might put the book on the shelf.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many griffins might thrust the fork into the cake.	There was at least one griffin.	weak	unreal	modal	positive	many	neutral
Many dragons might read the letter.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many zombies might upset the boat.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many zombies might hit the gong.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many dragons might let the dog in.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many centaurs might thrust the fork into the cake.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many centaurs might shut the door.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many zombies might thrust the fork into the cake.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the ball.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many goblins might slit the envelope.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many krakens might read the letter.	There was at least one kraken.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the ball.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many vampires might hit the gong.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many goblins might spread the rumor.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many zombies might upset the boat.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the ball.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many vampires might set the table.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many goblins might put on a jacket.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the ball.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many krakens might thrust the fork into the cake.	There was at least one kraken.	weak	unreal	modal	positive	many	neutral
Many trolls might shut the door.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many zombies might read the letter.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Many centaurs might hurt others.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many dragons might let the dog in.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many dragons might hurt others.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many griffins might shut the door.	There was at least one griffin.	weak	unreal	modal	positive	many	neutral
Many centaurs might thrust the fork into the cake.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many griffins might set the table.	There was at least one griffin.	weak	unreal	modal	positive	many	neutral
Many goblins might shut the door.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many dragons might hurt others.	There was at least one dragon.	weak	unreal	modal	positive	many	neutral
Many centaurs might broadcast the message.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many goblins might cast bronze into a statue.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many unicorns might hurt others.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many vampires might broadcast the message.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many trolls might upset the boat.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many vampires might burst into the room.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many krakens might read the letter.	There was at least one kraken.	weak	unreal	modal	positive	many	neutral
Many mermaids might broadcast the message.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many krakens might thrust the fork into the cake.	There was at least one kraken.	weak	unreal	modal	positive	many	neutral
Many trolls might hit the gong.	There was at least one troll.	weak	unreal	modal	positive	many	neutral
Many mermaids might slit the envelope.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many unicorns might cast bronze into a statue.	There was at least one unicorn.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the lights.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many centaurs might let the dog in.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many vampires might hit the ball.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many goblins might put on a jacket.	There was at least one goblin.	weak	unreal	modal	positive	many	neutral
Many mermaids might hit the gong.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many griffins might cast bronze into a statue.	There was at least one griffin.	weak	unreal	modal	positive	many	neutral
Many mermaids might read the letter.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many krakens might cast bronze into a statue.	There was at least one kraken.	weak	unreal	modal	positive	many	neutral
Many mermaids might hit the ball.	There was at least one mermaid.	weak	unreal	modal	positive	many	neutral
Many centaurs might hit the ball.	There was at least one centaur.	weak	unreal	modal	positive	many	neutral
Many vampires might slit the envelope.	There was at least one vampire.	weak	unreal	modal	positive	many	neutral
Many zombies might burst into the room.	There was at least one zombie.	weak	unreal	modal	positive	many	neutral
Two goblins might spread the rumor.	There was at least one goblin.	weak	unreal	modal	positive	two	neutral
Two goblins might slit the envelope.	There was at least one goblin.	weak	unreal	modal	positive	two	neutral
Two dragons might hit the ball.	There was at least one dragon.	weak	unreal	modal	positive	two	neutral
Two mermaids might broadcast the message.	There was at least one mermaid.	weak	unreal	modal	positive	two	neutral
Two vampires might shut the door.	There was at least one vampire.	weak	unreal	modal	positive	two	neutral
Two krakens might hit the ball.	There was at least one kraken.	weak	unreal	modal	positive	two	neutral
Two vampires might shut the door.	There was at least one vampire.	weak	unreal	modal	positive	two	neutral
Two mermaids might let the dog in.	There was at least one mermaid.	weak	unreal	modal	positive	two	neutral
Two zombies might hit the lights.	There was at least one zombie.	weak	unreal	modal	positive	two	neutral
Two zombies might spread the rumor.	There was at least one zombie.	weak	unreal	modal	positive	two	neutral
Two dragons might hit the lights.	There was at least one dragon.	weak	unreal	modal	positive	two	neutral
Two trolls might upset the boat.	There was at least one troll.	weak	unreal	modal	positive	two	neutral
Two vampires might thrust the fork into the cake.	There was at least one vampire.	weak	unreal	modal	positive	two	neutral
Two zombies might let the dog in.	There was at least one zombie.	weak	unreal	modal	positive	two	neutral
Two zombies might hurt others.	There was at least one zombie.	weak	unreal	modal	positive	two	neutral
