premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context	context_label
According to folklore, fews once roamed the lands freely. If few zombies had upset the boat, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had upset the boat, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had upset the boat, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few dragons had hit the gong, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few dragons had hit the gong, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	anti
If few dragons had hit the gong, we would have begun.	There was no dragon.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few griffins had upset the boat, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few griffins had upset the boat, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	anti
If few griffins had upset the boat, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had burst into the room, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had burst into the room, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had burst into the room, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had spread the rumor, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had spread the rumor, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had spread the rumor, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few krakens had put on a jacket, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few krakens had put on a jacket, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	anti
If few krakens had put on a jacket, we would have begun.	There was no kraken.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had hit the gong, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had hit the gong, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had hit the gong, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few trolls had slit the envelope, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few trolls had slit the envelope, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	anti
If few trolls had slit the envelope, we would have begun.	There was no troll.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few goblins had thrust the fork into the cake, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few goblins had thrust the fork into the cake, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	anti
If few goblins had thrust the fork into the cake, we would have begun.	There was no goblin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few unicorns had let the dog in, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few unicorns had let the dog in, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	anti
If few unicorns had let the dog in, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few griffins had hurt others, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few griffins had hurt others, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	anti
If few griffins had hurt others, we would have begun.	There was no griffin.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few unicorns had spread the rumor, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few unicorns had spread the rumor, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	anti
If few unicorns had spread the rumor, we would have begun.	There was no unicorn.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few zombies had cast bronze into a statue, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few zombies had cast bronze into a statue, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	anti
If few zombies had cast bronze into a statue, we would have begun.	There was no zombie.	weak	unreal	conditional	negative	few	neutral	neutral
According to folklore, fews once roamed the lands freely. If few vampires had put the book on the shelf, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	pro
According to historical records, fews were never real. If few vampires had put the book on the shelf, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	anti
If few vampires had put the book on the shelf, we would have begun.	There was no vampire.	weak	unreal	conditional	negative	few	neutral	neutral
